path,filename,model_type,category,width,height,aspect_ratio,megapixels,size_bytes,format
/workspace/AML-3-MVL-AI-Classifier/data/raw/ai/adm/817_adm_177.PNG,817_adm_177.PNG,ADM,ai,256,256,1.0,0.07,139571,PNG
/workspace/AML-3-MVL-AI-Classifier/data/raw/ai/adm/290_adm_126.PNG,290_adm_126.PNG,ADM,ai,256,256,1.0,0.07,167035,PNG
/workspace/AML-3-MVL-AI-Classifier/data/raw/ai/adm/263_adm_102.PNG,263_adm_102.PNG,ADM,ai,256,256,1.0,0.07,125303,PNG
/workspace/AML-3-MVL-AI-Classifier/data/raw/ai/adm/7_adm_35.PNG,7_adm_35.PNG,ADM,ai,256,256,1.0,0.07,169913,PNG
/workspace/AML-3-MVL-AI-Classifier/data/raw/ai/adm/847_adm_18.PNG,847_adm_18.PNG,ADM,ai,256,256,1.0,0.07,135069,PNG
/workspace/AML-3-MVL-AI-Classifier/data/raw/ai/adm/936_adm_166.PNG,936_adm_166.PNG,ADM,ai,256,256,1.0,0.07,143041,PNG
/workspace/AML-3-MVL-AI-Classifier/data/raw/ai/adm/642_adm_76.PNG,642_adm_76.PNG,ADM,ai,256,256,1.0,0.07,142352,PNG
/workspace/AML-3-MVL-AI-Classifier/data/raw/ai/adm/125_adm_166.PNG,125_adm_166.PNG,ADM,ai,256,256,1.0,0.07,151009,PNG
/workspace/AML-3-MVL-AI-Classifier/data/raw/ai/adm/461_adm_11.PNG,461_adm_11.PNG,ADM,ai,256,256,1.0,0.07,155840,PNG
/workspace/AML-3-MVL-AI-Classifier/data/raw/ai/adm/817_adm_185.PNG,817_adm_185.PNG,ADM,ai,256,256,1.0,0.07,109720,PNG
/workspace/AML-3-MVL-AI-Classifier/data/raw/ai/adm/398_adm_16.PNG,398_adm_16.PNG,ADM,ai,256,256,1.0,0.07,162658,PNG
/workspace/AML-3-MVL-AI-Classifier/data/raw/ai/adm/508_adm_62.PNG,508_adm_62.PNG,ADM,ai,256,256,1.0,0.07,121287,PNG
/workspace/AML-3-MVL-AI-Classifier/data/raw/ai/adm/180_adm_30.PNG,180_adm_30.PNG,ADM,ai,256,256,1.0,0.07,141981,PNG
/workspace/AML-3-MVL-AI-Classifier/data/raw/ai/adm/292_adm_60.PNG,292_adm_60.PNG,ADM,ai,256,256,1.0,0.07,93660,PNG
/workspace/AML-3-MVL-AI-Classifier/data/raw/ai/adm/319_adm_33.PNG,319_adm_33.PNG,ADM,ai,256,256,1.0,0.07,75508,PNG
/workspace/AML-3-MVL-AI-Classifier/data/raw/ai/adm/845_adm_164.PNG,845_adm_164.PNG,ADM,ai,256,256,1.0,0.07,112449,PNG
/workspace/AML-3-MVL-AI-Classifier/data/raw/ai/adm/492_adm_157.PNG,492_adm_157.PNG,ADM,ai,256,256,1.0,0.07,132953,PNG
/workspace/AML-3-MVL-AI-Classifier/data/raw/ai/adm/366_adm_59.PNG,366_adm_59.PNG,ADM,ai,256,256,1.0,0.07,142616,PNG
/workspace/AML-3-MVL-AI-Classifier/data/raw/ai/adm/755_adm_178.PNG,755_adm_178.PNG,ADM,ai,256,256,1.0,0.07,108957,PNG
/workspace/AML-3-MVL-AI-Classifier/data/raw/ai/adm/19_adm_25.PNG,19_adm_25.PNG,ADM,ai,256,256,1.0,0.07,137314,PNG
/workspace/AML-3-MVL-AI-Classifier/data/raw/ai/adm/623_adm_55.PNG,623_adm_55.PNG,ADM,ai,256,256,1.0,0.07,51451,PNG
/workspace/AML-3-MVL-AI-Classifier/data/raw/ai/adm/990_adm_106.PNG,990_adm_106.PNG,ADM,ai,256,256,1.0,0.07,163220,PNG
/workspace/AML-3-MVL-AI-Classifier/data/raw/ai/adm/623_adm_181.PNG,623_adm_181.PNG,ADM,ai,256,256,1.0,0.07,70620,PNG
/workspace/AML-3-MVL-AI-Classifier/data/raw/ai/adm/348_adm_147.PNG,348_adm_147.PNG,ADM,ai,256,256,1.0,0.07,156525,PNG
/workspace/AML-3-MVL-AI-Classifier/data/raw/ai/adm/924_adm_31.PNG,924_adm_31.PNG,ADM,ai,256,256,1.0,0.07,112709,PNG
/workspace/AML-3-MVL-AI-Classifier/data/raw/ai/adm/556_adm_22.PNG,556_adm_22.PNG,ADM,ai,256,256,1.0,0.07,142093,PNG
/workspace/AML-3-MVL-AI-Classifier/data/raw/ai/adm/339_adm_116.PNG,339_adm_116.PNG,ADM,ai,256,256,1.0,0.07,85034,PNG
/workspace/AML-3-MVL-AI-Classifier/data/raw/ai/adm/987_adm_44.PNG,987_adm_44.PNG,ADM,ai,256,256,1.0,0.07,159275,PNG
/workspace/AML-3-MVL-AI-Classifier/data/raw/ai/adm/941_adm_161.PNG,941_adm_161.PNG,ADM,ai,256,256,1.0,0.07,94300,PNG
/workspace/AML-3-MVL-AI-Classifier/data/raw/ai/adm/554_adm_171.PNG,554_adm_171.PNG,ADM,ai,256,256,1.0,0.07,117195,PNG
/workspace/AML-3-MVL-AI-Classifier/data/raw/ai/adm/347_adm_99.PNG,347_adm_99.PNG,ADM,ai,256,256,1.0,0.07,140320,PNG
/workspace/AML-3-MVL-AI-Classifier/data/raw/ai/adm/874_adm_174.PNG,874_adm_174.PNG,ADM,ai,256,256,1.0,0.07,129398,PNG
/workspace/AML-3-MVL-AI-Classifier/data/raw/ai/adm/9_adm_23.PNG,9_adm_23.PNG,ADM,ai,256,256,1.0,0.07,139765,PNG
/workspace/AML-3-MVL-AI-Classifier/data/raw/ai/adm/799_adm_134.PNG,799_adm_134.PNG,ADM,ai,256,256,1.0,0.07,114941,PNG
/workspace/AML-3-MVL-AI-Classifier/data/raw/ai/adm/926_adm_53.PNG,926_adm_53.PNG,ADM,ai,256,256,1.0,0.07,135053,PNG
/workspace/AML-3-MVL-AI-Classifier/data/raw/ai/adm/865_adm_25.PNG,865_adm_25.PNG,ADM,ai,256,256,1.0,0.07,146629,PNG
/workspace/AML-3-MVL-AI-Classifier/data/raw/ai/adm/659_adm_183.PNG,659_adm_183.PNG,ADM,ai,256,256,1.0,0.07,77328,PNG
/workspace/AML-3-MVL-AI-Classifier/data/raw/ai/adm/8_adm_177.PNG,8_adm_177.PNG,ADM,ai,256,256,1.0,0.07,153094,PNG
/workspace/AML-3-MVL-AI-Classifier/data/raw/ai/adm/316_adm_62.PNG,316_adm_62.PNG,ADM,ai,256,256,1.0,0.07,138172,PNG
/workspace/AML-3-MVL-AI-Classifier/data/raw/ai/adm/999_adm_43.PNG,999_adm_43.PNG,ADM,ai,256,256,1.0,0.07,82060,PNG
/workspace/AML-3-MVL-AI-Classifier/data/raw/ai/adm/533_adm_88.PNG,533_adm_88.PNG,ADM,ai,256,256,1.0,0.07,155819,PNG
/workspace/AML-3-MVL-AI-Classifier/data/raw/ai/adm/720_adm_122.PNG,720_adm_122.PNG,ADM,ai,256,256,1.0,0.07,82492,PNG
/workspace/AML-3-MVL-AI-Classifier/data/raw/ai/adm/624_adm_118.PNG,624_adm_118.PNG,ADM,ai,256,256,1.0,0.07,145586,PNG
/workspace/AML-3-MVL-AI-Classifier/data/raw/ai/adm/441_adm_111.PNG,441_adm_111.PNG,ADM,ai,256,256,1.0,0.07,71787,PNG
/workspace/AML-3-MVL-AI-Classifier/data/raw/ai/adm/604_adm_61.PNG,604_adm_61.PNG,ADM,ai,256,256,1.0,0.07,102201,PNG
/workspace/AML-3-MVL-AI-Classifier/data/raw/ai/adm/198_adm_32.PNG,198_adm_32.PNG,ADM,ai,256,256,1.0,0.07,153349,PNG
/workspace/AML-3-MVL-AI-Classifier/data/raw/ai/adm/573_adm_182.PNG,573_adm_182.PNG,ADM,ai,256,256,1.0,0.07,103060,PNG
/workspace/AML-3-MVL-AI-Classifier/data/raw/ai/adm/770_adm_114.PNG,770_adm_114.PNG,ADM,ai,256,256,1.0,0.07,132116,PNG
/workspace/AML-3-MVL-AI-Classifier/data/raw/ai/adm/392_adm_154.PNG,392_adm_154.PNG,ADM,ai,256,256,1.0,0.07,140828,PNG
/workspace/AML-3-MVL-AI-Classifier/data/raw/ai/adm/155_adm_56.PNG,155_adm_56.PNG,ADM,ai,256,256,1.0,0.07,151117,PNG
/workspace/AML-3-MVL-AI-Classifier/data/raw/ai/adm/101_adm_123.PNG,101_adm_123.PNG,ADM,ai,256,256,1.0,0.07,117602,PNG
/workspace/AML-3-MVL-AI-Classifier/data/raw/ai/adm/577_adm_173.PNG,577_adm_173.PNG,ADM,ai,256,256,1.0,0.07,84667,PNG
/workspace/AML-3-MVL-AI-Classifier/data/raw/ai/adm/657_adm_73.PNG,657_adm_73.PNG,ADM,ai,256,256,1.0,0.07,101106,PNG
/workspace/AML-3-MVL-AI-Classifier/data/raw/ai/adm/30_adm_22.PNG,30_adm_22.PNG,ADM,ai,256,256,1.0,0.07,150331,PNG
/workspace/AML-3-MVL-AI-Classifier/data/raw/ai/adm/606_adm_106.PNG,606_adm_106.PNG,ADM,ai,256,256,1.0,0.07,136317,PNG
/workspace/AML-3-MVL-AI-Classifier/data/raw/ai/adm/993_adm_40.PNG,993_adm_40.PNG,ADM,ai,256,256,1.0,0.07,174413,PNG
/workspace/AML-3-MVL-AI-Classifier/data/raw/ai/adm/508_adm_100.PNG,508_adm_100.PNG,ADM,ai,256,256,1.0,0.07,114661,PNG
/workspace/AML-3-MVL-AI-Classifier/data/raw/ai/adm/778_adm_63.PNG,778_adm_63.PNG,ADM,ai,256,256,1.0,0.07,181594,PNG
/workspace/AML-3-MVL-AI-Classifier/data/raw/ai/adm/829_adm_138.PNG,829_adm_138.PNG,ADM,ai,256,256,1.0,0.07,115704,PNG
/workspace/AML-3-MVL-AI-Classifier/data/raw/ai/adm/934_adm_123.PNG,934_adm_123.PNG,ADM,ai,256,256,1.0,0.07,133997,PNG
/workspace/AML-3-MVL-AI-Classifier/data/raw/ai/adm/826_adm_8.PNG,826_adm_8.PNG,ADM,ai,256,256,1.0,0.07,93917,PNG
/workspace/AML-3-MVL-AI-Classifier/data/raw/ai/adm/953_adm_185.PNG,953_adm_185.PNG,ADM,ai,256,256,1.0,0.07,134455,PNG
/workspace/AML-3-MVL-AI-Classifier/data/raw/ai/adm/346_adm_111.PNG,346_adm_111.PNG,ADM,ai,256,256,1.0,0.07,134458,PNG
/workspace/AML-3-MVL-AI-Classifier/data/raw/ai/adm/258_adm_10.PNG,258_adm_10.PNG,ADM,ai,256,256,1.0,0.07,101261,PNG
/workspace/AML-3-MVL-AI-Classifier/data/raw/ai/adm/383_adm_146.PNG,383_adm_146.PNG,ADM,ai,256,256,1.0,0.07,85710,PNG
/workspace/AML-3-MVL-AI-Classifier/data/raw/ai/adm/781_adm_128.PNG,781_adm_128.PNG,ADM,ai,256,256,1.0,0.07,141959,PNG
/workspace/AML-3-MVL-AI-Classifier/data/raw/ai/adm/250_adm_108.PNG,250_adm_108.PNG,ADM,ai,256,256,1.0,0.07,102673,PNG
/workspace/AML-3-MVL-AI-Classifier/data/raw/ai/adm/35_adm_189.PNG,35_adm_189.PNG,ADM,ai,256,256,1.0,0.07,169049,PNG
/workspace/AML-3-MVL-AI-Classifier/data/raw/ai/adm/497_adm_33.PNG,497_adm_33.PNG,ADM,ai,256,256,1.0,0.07,162917,PNG
/workspace/AML-3-MVL-AI-Classifier/data/raw/ai/adm/662_adm_66.PNG,662_adm_66.PNG,ADM,ai,256,256,1.0,0.07,64337,PNG
/workspace/AML-3-MVL-AI-Classifier/data/raw/ai/adm/988_adm_186.PNG,988_adm_186.PNG,ADM,ai,256,256,1.0,0.07,130020,PNG
/workspace/AML-3-MVL-AI-Classifier/data/raw/ai/adm/939_adm_78.PNG,939_adm_78.PNG,ADM,ai,256,256,1.0,0.07,86401,PNG
/workspace/AML-3-MVL-AI-Classifier/data/raw/ai/adm/187_adm_181.PNG,187_adm_181.PNG,ADM,ai,256,256,1.0,0.07,142235,PNG
/workspace/AML-3-MVL-AI-Classifier/data/raw/ai/adm/852_adm_101.PNG,852_adm_101.PNG,ADM,ai,256,256,1.0,0.07,120113,PNG
/workspace/AML-3-MVL-AI-Classifier/data/raw/ai/adm/717_adm_80.PNG,717_adm_80.PNG,ADM,ai,256,256,1.0,0.07,136224,PNG
/workspace/AML-3-MVL-AI-Classifier/data/raw/ai/adm/150_adm_60.PNG,150_adm_60.PNG,ADM,ai,256,256,1.0,0.07,143559,PNG
/workspace/AML-3-MVL-AI-Classifier/data/raw/ai/adm/685_adm_2.PNG,685_adm_2.PNG,ADM,ai,256,256,1.0,0.07,102800,PNG
/workspace/AML-3-MVL-AI-Classifier/data/raw/ai/adm/279_adm_100.PNG,279_adm_100.PNG,ADM,ai,256,256,1.0,0.07,89871,PNG
/workspace/AML-3-MVL-AI-Classifier/data/raw/ai/adm/982_adm_55.PNG,982_adm_55.PNG,ADM,ai,256,256,1.0,0.07,111173,PNG
/workspace/AML-3-MVL-AI-Classifier/data/raw/ai/adm/264_adm_174.PNG,264_adm_174.PNG,ADM,ai,256,256,1.0,0.07,106384,PNG
/workspace/AML-3-MVL-AI-Classifier/data/raw/ai/adm/276_adm_69.PNG,276_adm_69.PNG,ADM,ai,256,256,1.0,0.07,156096,PNG
/workspace/AML-3-MVL-AI-Classifier/data/raw/ai/adm/621_adm_56.PNG,621_adm_56.PNG,ADM,ai,256,256,1.0,0.07,163811,PNG
/workspace/AML-3-MVL-AI-Classifier/data/raw/ai/adm/513_adm_178.PNG,513_adm_178.PNG,ADM,ai,256,256,1.0,0.07,136686,PNG
/workspace/AML-3-MVL-AI-Classifier/data/raw/ai/adm/493_adm_77.PNG,493_adm_77.PNG,ADM,ai,256,256,1.0,0.07,57426,PNG
/workspace/AML-3-MVL-AI-Classifier/data/raw/ai/adm/431_adm_22.PNG,431_adm_22.PNG,ADM,ai,256,256,1.0,0.07,98501,PNG
/workspace/AML-3-MVL-AI-Classifier/data/raw/ai/adm/558_adm_63.PNG,558_adm_63.PNG,ADM,ai,256,256,1.0,0.07,99060,PNG
/workspace/AML-3-MVL-AI-Classifier/data/raw/ai/adm/192_adm_102.PNG,192_adm_102.PNG,ADM,ai,256,256,1.0,0.07,160608,PNG
/workspace/AML-3-MVL-AI-Classifier/data/raw/ai/adm/635_adm_106.PNG,635_adm_106.PNG,ADM,ai,256,256,1.0,0.07,108846,PNG
/workspace/AML-3-MVL-AI-Classifier/data/raw/ai/adm/274_adm_11.PNG,274_adm_11.PNG,ADM,ai,256,256,1.0,0.07,101135,PNG
/workspace/AML-3-MVL-AI-Classifier/data/raw/ai/adm/927_adm_137.PNG,927_adm_137.PNG,ADM,ai,256,256,1.0,0.07,86730,PNG
/workspace/AML-3-MVL-AI-Classifier/data/raw/ai/adm/342_adm_93.PNG,342_adm_93.PNG,ADM,ai,256,256,1.0,0.07,122091,PNG
/workspace/AML-3-MVL-AI-Classifier/data/raw/ai/adm/422_adm_71.PNG,422_adm_71.PNG,ADM,ai,256,256,1.0,0.07,109790,PNG
/workspace/AML-3-MVL-AI-Classifier/data/raw/ai/adm/339_adm_181.PNG,339_adm_181.PNG,ADM,ai,256,256,1.0,0.07,122656,PNG
/workspace/AML-3-MVL-AI-Classifier/data/raw/ai/adm/864_adm_15.PNG,864_adm_15.PNG,ADM,ai,256,256,1.0,0.07,116389,PNG
/workspace/AML-3-MVL-AI-Classifier/data/raw/ai/adm/450_adm_21.PNG,450_adm_21.PNG,ADM,ai,256,256,1.0,0.07,129213,PNG
/workspace/AML-3-MVL-AI-Classifier/data/raw/ai/adm/303_adm_91.PNG,303_adm_91.PNG,ADM,ai,256,256,1.0,0.07,136230,PNG
/workspace/AML-3-MVL-AI-Classifier/data/raw/ai/adm/907_adm_3.PNG,907_adm_3.PNG,ADM,ai,256,256,1.0,0.07,108877,PNG
/workspace/AML-3-MVL-AI-Classifier/data/raw/ai/adm/476_adm_25.PNG,476_adm_25.PNG,ADM,ai,256,256,1.0,0.07,158363,PNG
/workspace/AML-3-MVL-AI-Classifier/data/raw/ai/adm/902_adm_6.PNG,902_adm_6.PNG,ADM,ai,256,256,1.0,0.07,91235,PNG
/workspace/AML-3-MVL-AI-Classifier/data/raw/ai/adm/447_adm_114.PNG,447_adm_114.PNG,ADM,ai,256,256,1.0,0.07,123932,PNG
